7.1671,7.2477,7.1011,7.1656,7.2321,7.2619,7.2469,7.0497,7.1273,7.0941,7.1505,7.1391,7.2864,7.3737,7.2888,7.1195,7.4009,7.3997,7.4661,7.3572,7.317,7.3962,7.2967,7.3451,7.3591,7.4714,7.168,7.4454,7.4314,7.6102,7.5077,7.4488,7.3974,7.4643,7.3428,7.4233,7.2864,7.3154,7.3242,7.5569,7.4342,7.5395,7.5278,7.5032,7.432,7.2834,7.2699,7.5673,7.2499,7.2398,7.4557,7.5911,7.4488,7.4549,7.3292,7.3662,7.3608,7.2004,7.2213,7.5648,7.3113,7.4946,7.4426,7.5614,7.2725,7.2794,7.1502,7.195,7.5107,7.1546,7.0237,7.2168,7.3936,7.6828,7.1561,7.0038,7.1328,7.2225,7.1673,7.1165,6.9142,7.067,7.3341,7.1021,7.4403,7.0821,7.1873,7.3884,7.1879,7.3193,7.0511,7.3476,7.3342,7.4886,7.7604,7.0552,7.0575,7.0448,7.3555,6.9735
7.1823,7.377,7.3004,7.2026,7.3386,7.2708,7.3524,7.256,7.2801,7.3182,7.3389,7.2403,7.27,7.3387,7.3378,7.2025,7.0924,7.2488,7.129,7.1372,7.0292,7.2223,7.1321,7.2177,7.0771,7.0984,7.0527,7.1272,7.1704,7.2311,7.2586,7.291,7.1859,7.2664,7.2376,7.2336,7.134,7.2064,7.1787,7.2975,7.1228,7.0462,7.4185,7.3826,7.238,7.2554,7.1087,6.9012,7.1093,7.1191,7.3542,7.1974,7.1013,7.2956,7.1377,7.2853,7.1067,7.2571,7.1181,7.3281,7.358,7.6142,7.7268,7.6664,7.8241,7.3266,7.2476,7.4452,7.4751,7.5611,7.1334,7.515,7.6582,7.7991,7.3199,7.2108,7.3336,7.1057,7.3967,7.2253,7.2639,7.2805,7.6719,7.5898,7.6083,7.1734,7.1585,7.2522,7.172,7.2376,7.0886,7.292,7.4603,7.5599,7.7728,7.3246,7.1627,7.2009,7.3463,7.0796
7.8955,7.9655,7.8599,7.9279,7.8564,7.9012,7.7996,7.9355,7.8707,7.7977,7.9358,7.9151,8.1079,8.1681,8.075,7.9496,8.4179,8.2079,8.151,8.1608,8.0737,8.1839,8.0442,8.2419,8.1582,8.2237,8.042,8.2324,8.2749,8.2862,8.1703,8.1915,8.1656,8.1985,8.1628,8.1943,8.1399,8.0786,8.0557,8.3535,8.2561,8.2213,8.141,8.0771,8.1502,8.0571,8.0022,8.4021,8.1859,8.1428,8.2461,8.3267,8.1517,8.0538,8.1618,8.0353,7.9625,7.9779,7.9106,8.2005,8.2243,7.8692,7.8809,7.8638,7.6449,7.9887,7.9577,7.8509,7.3693,7.3197,7.6667,7.3301,7.3882,7.553,7.6805,7.648,8.1129,8.1066,7.9767,8.1282,7.7327,7.7776,7.7228,7.3569,7.4765,7.7869,7.9393,7.9984,8.0537,8.086,7.7508,7.858,7.6769,7.7625,7.9085,7.5814,7.7582,7.9554,8.2838,7.7227
6.8907,6.9447,6.8688,6.9564,6.8338,6.8503,6.9487,6.8449,6.9465,6.829,6.9759,6.9317,7.1767,7.1489,7.0838,6.9168,7.1804,7.159,7.1548,7.1071,7.007,7.1127,7.0239,7.1337,7.0766,7.1364,6.9787,7.1642,7.1272,7.2383,7.1225,7.1726,7.1576,7.1528,7.0625,7.2682,7.0827,6.9451,7.0743,7.2276,7.1322,7.1034,7.2842,7.0905,7.1978,7.1241,7.0703,7.0999,6.9974,6.9169,7.1237,7.1918,7.1846,7.233,7.1273,7.0847,7.1368,7.4,7.1902,7.4435,7.273,6.706,7.0914,7.4371,7.1387,7.0236,7.0101,7.3109,7.3655,7.156,7.0683,7.1423,7.425,7.8619,6.9163,7.1215,7.2018,7.0987,7.0989,6.8965,7.0826,7.1584,6.9699,6.7832,7.3759,7.0735,6.9763,7.139,6.9202,7.1469,7.0058,6.9933,7.1992,7.1202,7.2496,7.1236,6.7488,6.9632,6.7087,6.9663
9.165,9.1981,9.2039,9.2455,9.1769,9.0156,9.2416,9.0234,9.1522,9.1265,9.1733,9.2759,9.2901,9.4144,9.3161,8.944,9.1966,9.2498,9.1972,9.205,9.0973,9.2069,9.1244,9.0532,9.0107,9.0803,8.9613,9.1449,9.2303,9.2242,9.3034,9.2571,9.1392,9.1692,9.1574,9.1099,9.1016,9.2101,9.1852,9.2153,9.19,9.1686,9.3254,9.2204,9.1685,9.2427,9.2573,8.9153,9.1986,9.0751,9.3797,9.1025,9.1454,9.2146,9.2041,9.1545,9.1847,8.8785,8.8526,9.0227,9.4374,9.2705,9.0552,8.9482,9.1346,9.103,9.0533,9.0531,8.7195,8.8587,9.1212,8.7778,8.6337,8.6567,9.4745,9.3991,9.0965,8.9131,8.6925,8.7574,9.3948,9.049,9.0398,8.8212,8.9537,8.8174,8.6949,8.6772,8.6387,8.8897,8.8547,8.7129,8.5567,8.729,9.0246,8.9306,8.8282,8.7583,8.5743,9.0833
9.0841,8.9341,9.0118,9.0143,9.0225,8.9527,8.8946,8.7373,8.9751,8.8317,8.7442,8.751,8.407,8.5808,8.4021,8.7858,8.3069,8.2636,8.639,8.3368,8.1538,8.2996,8.3161,8.1536,8.2564,8.0982,8.4282,8.2345,8.2632,8.1605,8.2311,8.1416,8.328,8.3518,8.3463,8.293,8.5151,8.4644,8.5487,8.3076,8.24,8.112,8.2779,8.177,8.2503,8.3391,8.4676,8.3276,8.5056,8.6654,8.4094,8.1001,8.261,8.4048,8.4514,8.3824,8.2761,8.7492,8.5511,8.291,8.3327,8.6607,8.5608,8.4338,8.5292,8.722,8.879,8.7833,8.8088,8.5415,8.6538,8.3963,8.5194,8.4421,8.3494,8.6804,8.6719,8.7229,8.808,8.9219,8.7631,8.7,8.6063,9.1128,8.9712,8.4863,8.5122,8.4093,8.3568,8.3815,8.5538,8.4724,8.3252,8.4072,8.285,8.5415,8.6093,8.5186,8.6534,8.6359
8.0279,8.0835,8.1268,8.0343,8.1464,7.9674,8.0769,7.8708,8.0453,8.2045,8.0496,8.1133,7.3407,7.6815,7.5347,7.9294,7.3022,7.3123,7.0605,7.1872,7.2724,7.3725,7.6396,7.0885,7.205,7.2062,7.5709,7.0822,7.2501,6.9259,7.2428,7.4441,7.1427,7.4222,7.2782,7.2996,7.4135,7.7409,7.723,7.3613,7.1297,6.8324,7.3602,7.3217,7.12,7.4733,7.4462,7.1304,7.6419,7.6136,7.5139,6.6811,6.9158,7.3317,7.425,7.4188,7.3405,6.2881,6.3361,6.3547,7.2133,7.7942,8.2546,8.421,8.5306,7.4096,7.1227,8.185,8.4686,8.4934,7.9413,8.3467,8.5577,8.4877,7.9246,8.0783,8.0621,8.1071,8.2585,8.0777,8.1318,8.2027,8.4514,8.3093,8.316,8.0118,7.9227,8.0325,7.9865,7.9477,7.8689,8.0372,8.0417,8.4797,8.6981,8.1351,8.0939,8.0529,7.9345,8.1609
7.3823,7.4979,7.5738,7.3127,7.4412,7.3541,7.4585,7.1554,7.469,7.5028,7.5302,7.535,6.5916,7.0289,6.9299,7.4382,6.6171,6.7194,6.3778,6.5411,6.6687,6.7749,6.9746,6.5279,6.669,6.7126,7.116,6.5128,6.7144,6.2251,6.6704,6.7037,6.4843,6.9442,6.6916,6.7158,6.9322,7.2463,7.2285,6.8923,6.5307,6.163,6.6234,6.6743,6.4164,6.8761,6.8236,6.5139,7.1208,7.1362,6.9585,6.184,6.357,6.6876,6.8514,6.7953,6.6993,5.6474,5.6229,5.7403,6.3919,7.2382,7.7006,7.8498,7.9973,6.756,6.3083,7.5946,7.9132,7.8696,7.5401,7.7778,7.8456,7.7996,7.5658,7.5593,7.6386,7.6439,7.7629,7.532,7.6076,7.6139,7.8407,7.8404,7.9025,7.5764,7.5786,7.6593,7.5624,7.6335,7.507,7.6504,7.6717,7.8679,8.1628,7.7144,7.7379,7.712,7.6605,7.6351
7.1742,7.3017,7.366,7.1717,7.3973,7.119,7.2299,7.0009,7.2113,7.3679,7.3046,7.3187,6.4008,6.7704,6.6454,7.1461,6.2212,6.3599,6.0587,6.3478,6.252,6.4111,6.7201,6.1294,6.2869,6.2785,6.7409,6.074,6.4107,5.9904,6.3131,6.4454,6.2312,6.5291,6.2818,6.5157,6.578,6.9769,6.8693,6.3398,6.0989,5.6991,6.3936,6.4106,6.1184,6.6367,6.5774,6.2161,6.8723,6.7938,6.557,5.7278,5.8469,6.3875,6.4876,6.5301,6.4291,5.5247,5.5727,5.5359,6.2017,6.9904,7.3801,7.5039,7.5752,6.5295,6.099,7.3419,7.4705,7.3565,7.1726,7.2623,7.4002,7.3506,7.199,7.7033,7.7029,7.5391,7.5511,7.5675,7.6633,7.5095,7.7586,7.5337,7.4902,7.5053,7.32,7.5138,7.5792,7.5852,7.4799,7.2737,7.3834,7.5788,7.5427,7.636,7.6717,7.6626,7.5398,7.6585
6.3582,6.4772,6.6166,6.5708,6.5714,6.428,6.5498,6.245,6.4515,6.4814,6.4328,6.5267,5.7852,6.2997,5.9667,6.4969,5.648,5.7152,5.4966,5.6269,5.6574,5.77,5.8831,5.6469,5.6145,5.6613,6.0651,5.5501,5.7439,5.2559,5.6704,5.8242,5.6531,5.8336,5.7784,5.7873,5.9529,6.2495,6.2092,5.8143,5.635,5.2411,5.7498,5.7467,5.6006,5.8253,5.9433,5.6648,6.0703,6.0109,6.0032,5.2515,5.3923,5.6766,5.8684,5.8466,5.7303,5.0229,5.0563,5.0583,5.7867,6.2205,6.5782,6.5428,6.7089,5.8889,5.8505,6.4789,6.8056,6.7928,6.3668,6.5554,6.6785,6.5938,6.4534,6.873,6.6227,6.7671,6.7473,6.5132,6.8379,6.8122,6.8083,6.803,6.8751,6.5852,6.4557,6.6108,6.6277,6.6641,6.487,6.638,6.6554,6.6729,6.9384,6.7924,6.7439,6.7881,6.5677,6.5804
